価格,階数,築年月,占有面積,間取り,交通,所在地,平米単価,管理費,修繕積立金,建物名,建物構造,総戸数,駐車場,バイク置き場,ペット,土地権利,管理形態
"3,900万円",地上8階地下1階建 / 3階,"1994年10月
(築26年8ヶ月)",71.09m²,３ＬＤＫ,"
			東京メトロ東西線 / 西葛西駅 徒歩9分
							（電車ルート案内）
										
				都営新宿線 / 船堀駅 徒歩21分
									（電車ルート案内）
														
				ＪＲ京葉線 / 葛西臨海公園駅 徒歩45分
									（電車ルート案内）
									","
			東京都江戸川区北葛西４丁目
					",54.87万円,"15,600円","15,920円",エクセル西葛西,ＳＲＣ,97戸,－,－,"
									－
							",所有権,"
									全部委託・常駐管理
						"
"3,900万円",地上8階地下1階建 / 3階,"1994年10月
(築26年8ヶ月)",71.09m²,３ＬＤＫ,"
			東京メトロ東西線 / 西葛西駅 徒歩9分
							（電車ルート案内）
											","
			東京都江戸川区北葛西４丁目
							（地図を見る）
					",54.87万円,"15,600円","15,920円",エクセル西葛西,ＳＲＣ,97戸,－,－,"
									－
							",所有権,"
									全部委託・常駐管理
						"
"3,900万円",15階建 / 1階,"2004年2月
(築17年4ヶ月)",97.50m²,４ＳＬＤＫ,"
			西武池袋線 / 清瀬駅 徒歩16分
							（電車ルート案内）
											","
			東京都清瀬市竹丘１丁目
							（地図を見る）
					",40万円,"15,800円","11,600円",コスモ・ザ・パークス清瀬の森,ＲＣ,482戸,"有 5,000円/月",－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",9階建 / 6階,"2008年5月
(築13年1ヶ月)",70.05m²,３ＬＤＫ,"
			ＪＲ中央線 / 立川駅 徒歩19分
							（電車ルート案内）
										
				ＪＲ南武線 / 西国立駅 徒歩10分
									（電車ルート案内）
														
				ＪＲ中央線 / 国立駅 徒歩20分
									（電車ルート案内）
									","
			東京都国立市西１丁目
							（地図を見る）
					",55.68万円,"15,200円","5,950円",ヴェレーナ国立,ＲＣ,－,"有 11,000円/月","有 1,500円/月","
															大型犬可 											猫可 											猫または成犬時体高７５ｃｍ以内												",所有権,"
									全部委託・日勤管理（日綜コミュニティ(株)）
						"
"3,900万円",6階建 / 2階,"1994年9月
(築26年9ヶ月)",53.48m²,３ＬＤＫ,"
			西武新宿線 / 井荻駅 徒歩8分
							（電車ルート案内）
											","
			東京都杉並区下井草４丁目
							（地図を見る）
					",72.93万円,"17,200円","7,200円",ルミナス下井草,ＲＣ,26戸,－,－,"
									－
							",所有権,"
									全部委託・巡回管理
						"
"3,900万円",12階建 / 8階,"1987年3月
(築34年3ヶ月)",57.13m²,２ＳＬＤＫ,"
			都営新宿線 / 菊川駅 徒歩3分
							（電車ルート案内）
										
				東京メトロ半蔵門線 / 住吉駅 徒歩12分
									（電車ルート案内）
														
				ＪＲ総武線 / 錦糸町駅 徒歩17分
									（電車ルート案内）
									","
			東京都墨田区菊川３丁目
							（地図を見る）
					",68.27万円,"15,760円","12,980円",菊川パーク・ホームズ,ＳＲＣ,74戸,空無,－,"
															相談												",所有権,"
									全部委託・日勤管理
						"
"3,900万円",12階建 / 8階,"1987年3月
(築34年3ヶ月)",57.13m²,２ＳＬＤＫ,"
			都営新宿線 / 菊川駅 徒歩3分
							（電車ルート案内）
										
				東京メトロ半蔵門線 / 住吉駅 徒歩13分
									（電車ルート案内）
														
				都営大江戸線 / 森下駅 徒歩14分
									（電車ルート案内）
									","
			東京都墨田区菊川３丁目
							（地図を見る）
					",68.27万円,"15,761円","12,980円",菊川パーク・ホームズ ８階,ＳＲＣ,74戸,空無,"有 3,000円/月","
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",12階建 / 8階,"1987年3月
(築34年3ヶ月)",57.13m²,２ＬＤＫ,"
			都営新宿線 / 菊川駅 徒歩3分
							（電車ルート案内）
											","
			東京都墨田区菊川３丁目
							（地図を見る）
					",68.27万円,"15,760円","12,980円",菊川パークホームズ,ＳＲＣ,74戸,空無,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",12階建 / 8階,"1987年3月
(築34年3ヶ月)",57.13m²,２ＳＬＤＫ,"
			都営新宿線 / 菊川駅 徒歩3分
							（電車ルート案内）
										
				東京メトロ半蔵門線 / 住吉駅 徒歩12分
									（電車ルート案内）
														
				都営新宿線 / 住吉駅 徒歩12分
									（電車ルート案内）
									","
			東京都墨田区菊川３丁目
							（地図を見る）
					",68.27万円,"15,760円","12,980円",菊川パーク・ホームズ,ＳＲＣ,74戸,無,－,"
															細則有												",所有権,"
									全部委託・日勤管理
						"
"3,900万円",12階建 / 8階,"1987年3月
(築34年3ヶ月)",57.13m²,２ＳＬＤＫ,"
			都営新宿線 / 菊川駅 徒歩3分
							（電車ルート案内）
										
				東京メトロ半蔵門線 / 住吉駅 徒歩12分
									（電車ルート案内）
														
				ＪＲ総武本線 / 錦糸町駅 徒歩17分
									（電車ルート案内）
									","
			東京都墨田区菊川３丁目
							（地図を見る）
					",68.27万円,"15,760円","12,980円",菊川パーク・ホームズ,ＳＲＣ,74戸,無,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",12階建 / 8階,"1987年3月
(築34年3ヶ月)",57.13m²,２ＳＬＤＫ,"
			都営新宿線 / 菊川駅 徒歩3分
							（電車ルート案内）
										
				東京メトロ半蔵門線 / 住吉駅 徒歩11分
									（電車ルート案内）
														
				ＪＲ総武線 / 錦糸町駅 徒歩16分
									（電車ルート案内）
									","
			東京都墨田区菊川３丁目
					",68.27万円,"15,760円","12,980円",菊川パーク・ホームズ,ＳＲＣ,74戸,－,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",9階建 / 7階,"2016年4月
(築5年2ヶ月)",41.47m²,１ＬＤＫ,"
			京成押上線 / 京成曳舟駅 徒歩4分
							（電車ルート案内）
										
				東武伊勢崎線 / 曳舟駅 徒歩9分
									（電車ルート案内）
														
				東武伊勢崎線 / 東向島駅 徒歩11分
									（電車ルート案内）
									","
			東京都墨田区京島１丁目
							（地図を見る）
					",94.05万円,"7,800円","1,070円",ハーモニーレジデンス東京イーストコア♯００５,ＲＣ,88戸,空無,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",10階建 / 4階,"2011年11月
(築9年7ヶ月)",50.88m²,１ＬＤＫ,"
			都営浅草線 / 本所吾妻橋駅 徒歩8分
							（電車ルート案内）
										
				都営浅草線 / 浅草駅 徒歩12分
									（電車ルート案内）
														
				都営大江戸線 / 両国駅 徒歩15分
									（電車ルート案内）
									","
			東京都墨田区本所３丁目
					",76.66万円,"15,300円","4,100円",フュージョナル本所アーリア,ＲＣ,34戸,空無,"有 2,500円/月","
															小型犬可 											猫可												",所有権,"
									全部委託・日勤管理（株式会社ワークス合人社）
						"
"3,900万円",11階建 / 7階,"1978年8月
(築42年10ヶ月)",37.80m²,ワンルーム,"
			東京メトロ半蔵門線 / 水天宮前駅 徒歩1分
							（電車ルート案内）
										
				東京メトロ日比谷線 / 人形町駅 徒歩4分
									（電車ルート案内）
												","
			東京都中央区日本橋蛎殻町２丁目
							（地図を見る）
					",103.18万円,"5,670円","10,206円",シャンボール日本橋,ＳＲＣ,83戸,"有 36,000円/月",－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",11階建 / 7階,"1978年8月
(築42年10ヶ月)",37.80m²,ワンルーム,"
			東京メトロ日比谷線 / 人形町駅 徒歩4分
							（電車ルート案内）
											","
			東京都中央区日本橋蛎殻町２丁目
							（地図を見る）
					",103.18万円,"5,670円","10,206円",シャンボール日本橋,ＳＲＣ,83戸,"有 36,000円/月",－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",10階建 / 3階,"2019年9月
(築1年9ヶ月)",30.20m²,１ＬＫ,"
			都営新宿線 / 浜町駅 徒歩4分
							（電車ルート案内）
										
				東京メトロ半蔵門線 / 水天宮前駅 徒歩7分
									（電車ルート案内）
														
				東京メトロ日比谷線 / 人形町駅 徒歩10分
									（電車ルート案内）
									","
			東京都中央区日本橋浜町３丁目
							（地図を見る）
					",129.14万円,"12,080円","2,450円",クリオラベルヴィ日本橋浜町,ＲＣ,24戸,無,－,"
															相談												",所有権,"
									全部委託・日勤管理
						"
"3,900万円",9階建 / 2階,"2012年5月
(築9年1ヶ月)",30.10m²,１ＬＤＫ,"
			東京メトロ銀座線 / 神田駅 徒歩1分
							（電車ルート案内）
										
				ＪＲ山手線 / 神田駅 徒歩4分
									（電車ルート案内）
														
				東京メトロ丸ノ内線 / 淡路町駅 徒歩6分
									（電車ルート案内）
									","
			東京都千代田区神田鍛冶町３丁目
					",129.57万円,"7,525円","8,000円", ,ＲＣ,－,－,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",7階建 / 5階,"2008年10月
(築12年8ヶ月)",40.11m²,１ＬＤＫ,"
			都営大江戸線 / 新江古田駅 徒歩10分
							（電車ルート案内）
										
				西武新宿線 / 沼袋駅 徒歩11分
									（電車ルート案内）
														
				西武池袋線 / 江古田駅 徒歩19分
									（電車ルート案内）
									","
			東京都中野区江古田２丁目
							（地図を見る）
					",97.24万円,"8,300円","13,200円", ,ＲＣ,29戸,－,－,"
									－
							",所有権,"
									全部委託・巡回管理（レーベンコミュニティ）
						"
"3,900万円",6階建 / 1階,"2017年11月
(築3年7ヶ月)",30.28m²,１Ｋ,"
			東京メトロ有楽町線 / 江戸川橋駅 徒歩7分
							（電車ルート案内）
										
				東京メトロ東西線 / 神楽坂駅 徒歩11分
									（電車ルート案内）
														
				都営大江戸線 / 飯田橋駅 徒歩14分
									（電車ルート案内）
									","
			東京都文京区水道２丁目
							（地図を見る）
					",128.80万円,"6,800円","2,070円",パレステージ文京江戸川橋,ＲＣ,57戸,－,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"3,900万円",8階建 / 2階,"1981年11月
(築39年7ヶ月)",40.96m²,２ＤＫ,"
			ＪＲ山手線 / 浜松町駅 徒歩5分
							（電車ルート案内）
										
				都営浅草線 / 大門駅 徒歩4分
									（電車ルート案内）
														
				ＪＲ京浜東北線 / 浜松町駅 徒歩5分
									（電車ルート案内）
									","
			東京都港区浜松町１丁目
							（地図を見る）
					",95.22万円,"15,900円","3,830円",東武ハイライン大門,ＳＲＣ,19戸,空無,－,"
									－
							",所有権,"
									自主管理
						"
"3,910万円",10階建 / 3階,"2016年11月
(築4年7ヶ月)",25.84m²,１Ｋ,"
			東京メトロ銀座線 / 銀座駅 徒歩7分
							（電車ルート案内）
										
				東京メトロ日比谷線 / 銀座駅 徒歩7分
									（電車ルート案内）
														
				東京メトロ丸ノ内線 / 銀座駅 徒歩7分
									（電車ルート案内）
									","
			東京都中央区銀座２丁目
							（地図を見る）
					",151.32万円,"8,424円","1,680円",オープンレジデンシア銀座二丁目,ＲＣ,－,－,－,"
															相談												",所有権,"
									巡回管理
						"
"3,920万円",12階建 / 4階,"2018年3月
(築3年3ヶ月)",40.44m²,１ＬＤＫ,"
			都営浅草線 / 本所吾妻橋駅 徒歩2分
							（電車ルート案内）
										
				都営浅草線 / 浅草駅 徒歩11分
									（電車ルート案内）
												","
			東京都墨田区東駒形４丁目
							（地図を見る）
					",96.94万円,"12,010円","4,040円",アルテシモソロ,ＲＣ,－,－,－,"
									－
							",所有権,"
									全部委託・巡回管理
						"
